LAMMPS data file via POLY

8140 atoms
1 atom types

0.00000000 100.00000000 xlo xhi
0.00000000 50.00000000 ylo yhi
0.00000000 30.00000000 zlo zhi

Masses

  1 30.973762


Atoms

  536 1 45.00050649 25.84664932 22.65796644
  537 1 45.00050649 25.84664932 25.21062192
  538 1 43.43772327 24.28308093 0.96039486
  539 1 43.43772327 24.28308093 3.51305034
  540 1 43.43772327 24.28308093 6.06570582
  541 1 43.43772327 24.28308093 8.61836130
  542 1 43.43772327 24.28308093 11.17101678
  543 1 43.43772327 24.28308093 13.72367226
  544 1 43.43772327 24.28308093 16.27632774
  545 1 43.43772327 24.28308093 18.82898322
  546 1 43.43772327 24.28308093 21.38163870
  547 1 43.43772327 24.28308093 23.93429418
  548 1 43.43772327 24.28308093 26.48694966
  549 1 41.87494006 22.71951254 2.23672260
  550 1 41.87494006 22.71951254 4.78937808
  551 1 41.87494006 22.71951254 7.34203356
  552 1 41.87494006 22.71951254 9.89468904
  553 1 41.87494006 22.71951254 12.44734452
  554 1 41.87494006 22.71951254 15.00000000
  555 1 41.87494006 22.71951254 17.55265548
  556 1 41.87494006 22.71951254 20.10531096
  557 1 41.87494006 22.71951254 22.65796644
  558 1 41.87494006 22.71951254 25.21062192
  559 1 41.87494006 22.71951254 27.76327740
  560 1 40.31215684 21.15594415 0.96039486
  561 1 40.31215684 21.15594415 3.51305034
  562 1 40.31215684 21.15594415 6.06570582
  563 1 40.31215684 21.15594415 8.61836130
  564 1 40.31215684 21.15594415 11.17101678
  565 1 40.31215684 21.15594415 13.72367226
  566 1 40.31215684 21.15594415 16.27632774
  567 1 40.31215684 21.15594415 18.82898322
  568 1 40.31215684 21.15594415 21.38163870
  569 1 40.31215684 21.15594415 23.93429418
  570 1 40.31215684 21.15594415 26.48694966
  571 1 40.31215684 21.15594415 29.03960514
  572 1 38.74937362 19.59237576 2.23672260
  573 1 38.74937362 19.59237576 4.78937808
  574 1 38.74937362 19.59237576 7.34203356
  575 1 38.74937362 19.59237576 9.89468904
  576 1 38.74937362 19.59237576 12.44734452
  577 1 38.74937362 19.59237576 15.00000000
  578 1 38.74937362 19.59237576 17.55265548
  579 1 38.74937362 19.59237576 20.10531096
  580 1 38.74937362 19.59237576 22.65796644
  581 1 38.74937362 19.59237576 25.21062192
  582 1 38.74937362 19.59237576 27.76327740
  583 1 37.18659041 18.02880736 0.96039486
  584 1 37.18659041 18.02880736 3.51305034
  585 1 37.18659041 18.02880736 6.06570582
  586 1 37.18659041 18.02880736 8.61836130
